slide_id,true_label,pred_prob
2487376-B2,1,0.9941022992134094
2487388-B2,1,0.9948935508728027
2487518-B,0,5.097049870528281e-05
2487558-B2,1,0.35493478178977966
2487567-B2,0,0.19506199657917023
2487651-B,1,0.9771785736083984
2487656-B4,1,0.9991748929023743
2487664-B2,1,0.9988601207733154
2487896-B2,1,0.9999781847000122
2487935-B2,1,0.9995137453079224
2487941-B2,1,0.9992259740829468
2488039-B2,1,0.999751627445221
2488040-B,0,0.00047102238750085235
2488044-B2,1,0.994300127029419
2488044-B3,1,0.7121174931526184
2488050-B3,1,0.9988676309585571
2488065-B3,1,0.28939348459243774
2488302-B2,0,0.0439068041741848
2488320-B3,1,0.9999198913574219
2488330-B2,1,0.9976964592933655
2488335-B,0,0.24077455699443817
2488344-B2,1,0.9003390073776245
2488369-B2,1,0.9950398802757263
2488475-B2,1,0.9999997615814209
2488477-B2,1,0.9931060671806335
2488767-B,1,0.9244992136955261
2488769-B2,1,0.9994053840637207
2488806-B2,1,0.9999998807907104
2488916-B2,1,0.9981439113616943
2488932-B4,1,0.9998065829277039
2488960-B2,0,0.923423171043396
2488987-B2,0,0.020255979150533676
2489131-B3,1,0.0015023821033537388
2489137-B4,1,0.999479353427887
2489182-B2,1,0.999416708946228
2489203-B,1,0.9325644969940186
2489331-B2,1,0.9998218417167664
2490526B3,1,0.9998225569725037
2490547B2,1,0.9995619654655457
2490750B4,1,0.997553288936615
2490820B2,1,0.9588045477867126
2490820B3,1,0.9739752411842346
2490837B2,1,0.9996541738510132
2490844B1,1,0.9999914169311523
2490860B2,1,0.9999966621398926
2490963B2,1,0.9999948740005493
2490964B2,1,0.9999018907546997
2490972B8,1,0.9983595013618469
2490978B2,1,0.9960545301437378
2490980B,0,0.0008548790938220918
2491131B2,1,0.9997720122337341
2491191B2,1,0.9999281167984009
2491191B3,1,0.9977498650550842
2491226B2,1,0.9968823194503784
2491275B2,1,0.9999794960021973
2491552B,0,1.3402579668309045e-07
2491560B2,1,0.3773859441280365
2491579B,0,0.02868468500673771
25001929B3,1,0.019018232822418213
25001939B2,1,0.996792733669281
25001965B2,1,0.8261487483978271
25001966B2,1,0.9999209642410278
25002073B3,1,0.9999995231628418
25002238B,1,0.9954079985618591
25002328B2,1,0.9985175728797913
25002329B2,1,0.9773273468017578
25002366B6,1,0.9999517202377319
25002379B2,0,0.007159096654504538
25002388B2,1,0.9984464049339294
25002391B2,1,0.8716198205947876
25002472B2,1,0.999988317489624
25002496B2,1,0.9998987913131714
25002504B2,1,0.9953591227531433
25002510B2,0,0.0004606276343110949
25002663B5,1,0.999541163444519
25002744B2,1,0.9989629983901978
25002788B2,1,0.9996778964996338
25002789B2,1,0.9861389994621277
25002801B1,1,0.9442564249038696
25002804B2,1,0.9999974966049194
25002897B2,1,0.9999995231628418
25002898B2,1,0.9999929666519165
25002906B2,1,0.9964099526405334
25002907B3,1,0.9994145631790161
25003038B2,1,0.9989461302757263
25009124B2,1,0.9979015588760376
25009148B3,1,0.9993546605110168
25009148B4,1,0.9997126460075378
25009294B2,1,0.9200997948646545
25009297B,1,0.9999452829360962
25009367B2,1,0.9998642206192017
25009529B2,1,0.9994592070579529
25009539B3,1,0.9951350092887878
25009557B,0,0.007192312739789486
25009578B4,1,0.9965586066246033
25009747B,1,0.9969583749771118
25009756B2,1,0.9996036887168884
25012148B3,1,0.9974641799926758
25012148B4,1,0.9997089505195618
25012153B2,1,0.9826799631118774
25012170B4,1,0.9879484176635742
25012170B5,1,0.9908047914505005
25012175B4,1,0.9999262094497681
25012253B3,1,0.8543472290039062
25012485B2,1,0.7119001150131226
25012628B2,1,0.9797531366348267
25012737B4,0,0.89972323179245
25012760B2,1,0.9858171343803406
25012785B2,1,0.9984288811683655
25012915B2,1,0.9484642744064331
25012919B8,1,0.9997841715812683
25012919B9,1,0.9980310797691345
25013023B2,1,0.9979392886161804
25013062B2,0,0.012930158525705338
25013062B3,1,0.9907134771347046
25013162B2,1,0.9513283371925354
25013189B2,1,0.9075557589530945
25013189B3,1,0.9998677968978882
25013189B4,0,0.0017038682708516717
25013352B2,1,0.9999468326568604
25013465B2,1,0.9999161958694458
25013629B6,0,0.00015428452752530575
25013871B6,1,0.9906316995620728
25013878B2,1,0.7063877582550049
25013977B2,0,0.3206382393836975
25014124B2,1,0.9373856782913208
25014160B2,1,0.9897013902664185
25014217B2,1,0.0004337530117481947
25014217B3,1,0.5424400568008423
25014226B2,1,0.9996787309646606
25014265B2,1,0.9640368223190308
25014268B,1,0.9999994039535522
25014298B2,0,0.805354654788971
25014311B2,1,0.9999626874923706
25014318B,1,0.9989218711853027
25014627B3,0,0.9962514042854309
25014684B,1,0.612636923789978
25015052B3,0,0.002670216141268611
25015064B,1,0.9989398121833801
25015070B2,1,0.9748730659484863
25015087B2,1,0.3316837251186371
25015101B2,1,0.9998739957809448
25015103B2,1,0.9891670942306519
25015190B2,1,0.9998075366020203
25015191B2,0,0.0075622606091201305
25015191B3,0,0.003168493276461959
25015204B2,1,0.999988317489624
25015215B2,0,0.0064951530657708645
25015234B2,1,0.9999206066131592
